country,region,un_region,year,gdp,cpia_regulation,cpia_gender,cpia_resources,cpia_transparency,cpia_inclusion,cpia_trade,education$,coll_enrollment,income_quintile2,income_quintile3,income_quintile4,income_quintile5,income_top10%,income_middle60%,income_difference_top-mid60,comm_import_capita,comm_export_capita
Togo,Western Africa,Africa Western and Central,2011,1607.27,2.5,3.0,3.0,2.5,3.0,4.0,4.43707,54.70859,8.7,13.4,21.5,51.6,34.5,43.6,-9.1,275.0710725677585,146.83527118461234
Tunisia,Northern Africa,Middle East & North Africa,2005,8012.21,3.0,2.75,3.25,2.75,3.1,4.25,6.45157,84.80422,11.2,15.6,22.1,44.7,29.1,48.9,-19.8,1268.1831314018866,1010.1340322384395
Tunisia,Northern Africa,Middle East & North Africa,2010,10428.54,3.5,2.5,3.25,2.5,3.2,4.25,6.25478,90.42879,11.6,16.1,22.6,42.9,27.0,50.3,-23.300000000000004,2039.0301608168763,1507.7077055910554
Uganda,Eastern Africa,Africa Eastern and Southern,2005,1497.23,4.0,3.5,4.5,3.0,3.9,4.0,4.81376,19.55326,9.9,13.8,20.4,49.8,34.5,44.1,-9.6,73.50225562419284,29.084392985648197
Uganda,Eastern Africa,Africa Eastern and Southern,2009,2017.07,4.0,3.5,4.0,2.5,3.8,4.0,3.2543,27.36668,9.8,13.5,19.6,51.2,36.4,42.900000000000006,-6.500000000000007,135.2126905450438,49.9041281310764
Uganda,Eastern Africa,Africa Eastern and Southern,2010,2094.43,4.0,3.5,4.0,2.5,3.7,4.0,2.25446,27.14043,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,144.22044700270808,50.04690101901791
Ukraine,Europe,Europe & Central Asia,2005,7214.11,3.55,4.1,3.6,2.65,3.62,3.95,6.05848,96.99604,13.3,17.2,22.6,38.0,23.2,53.1,-29.9,766.8372001876397,726.6288017084154
Ukraine,Europe,Europe & Central Asia,2006,8054.04,3.45,4.1,3.6,2.65,3.6,4.0,6.20873,97.67863,13.1,17.0,22.3,38.8,24.1,52.400000000000006,-28.300000000000004,962.2515714678184,820.0347265630394
Ukraine,Europe,Europe & Central Asia,2007,9004.88,3.75,4.3125,3.75,2.625,3.7375,4.1875,6.1512,97.06345,13.8,17.6,22.5,36.6,22.0,53.900000000000006,-31.90000000000001,1302.976163311661,1059.881172250185
Ukraine,Europe,Europe & Central Asia,2008,9434.44,3.875,4.375,3.75,2.5625,3.7875,4.3125,6.42993,96.05105,13.9,17.6,22.5,36.4,21.9,54.0,-32.1,1847.205493669456,1447.36116805178
Ukraine,Europe,Europe & Central Asia,2009,8093.56,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,7.31088,94.93582,14.2,17.8,22.5,35.4,21.2,54.5,-33.3,986.094662512034,861.949542564033
Ukraine,Europe,Europe & Central Asia,2010,8559.93,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,4.81376,95.09127,14.3,17.9,22.4,35.2,21.0,54.6,-33.6,1324.0931640062236,1121.2002347204289
Ukraine,Europe,Europe & Central Asia,2011,9246.77,3.75,4.1875,3.875,2.875,3.7375,4.1875,6.16238,93.24954,14.4,18.0,22.5,34.9,20.7,54.9,-34.2,1807.3640622826465,1496.3660246690124
Ukraine,Europe,Europe & Central Asia,2012,9705.36,3.75,4.25,3.875,3.0,3.75,4.3125,6.69233,97.10629,14.3,17.9,22.6,35.0,20.8,54.8,-34.0,1856.7769605044523,1506.6782217456223
Ukraine,Europe,Europe & Central Asia,2013,11111.05,3.75,4.1875,3.8125,3.0,3.725,4.3125,6.67165,98.34995,14.5,17.9,22.2,35.1,21.1,54.6,-33.49999999999999,1692.3853203260662,1391.9753521064836
United Kingdom,Europe,Europe & Central Asia,2005,32747.05,3.55,4.1,3.6,2.65,3.62,3.95,5.195,105.38728,11.8,16.2,22.1,42.8,27.8,50.1,-22.3,8749.17881778718,6502.254585363743
United Kingdom,Europe,Europe & Central Asia,2006,34751.67,3.45,4.1,3.6,2.65,3.6,4.0,5.23207,98.29451,11.8,16.0,21.9,43.3,28.3,49.7,-21.4,10104.252798519296,7536.935495067778
United Kingdom,Europe,Europe & Central Asia,2007,35546.26,3.75,4.3125,3.75,2.625,3.7375,4.1875,5.15348,96.93358,12.0,16.5,22.5,41.8,26.5,51.0,-24.5,11087.58331520376,7403.5755855240195
United Kingdom,Europe,Europe & Central Asia,2008,36771.01,3.875,4.375,3.75,2.5625,3.7875,4.3125,5.10942,97.78373,11.8,16.2,22.2,42.7,27.6,50.2,-22.6,11412.04423292218,7798.809211093339
United Kingdom,Europe,Europe & Central Asia,2009,35094.36,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,5.30917,99.36228,11.9,16.2,22.2,42.5,27.4,50.3,-22.9,8864.404284151893,5774.519573153627
United Kingdom,Europe,Europe & Central Asia,2010,36578.93,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,5.9406,101.90886,12.2,16.5,22.3,41.5,26.4,51.0,-24.6,9999.26510150779,6723.571111263174
United Kingdom,Europe,Europe & Central Asia,2011,37260.67,3.75,4.1875,3.875,2.875,3.7375,4.1875,5.76205,92.84833,12.3,16.6,22.5,41.0,25.9,51.400000000000006,-25.500000000000007,11343.973007901985,8177.338356807534
United Kingdom,Europe,Europe & Central Asia,2013,39975.19,3.75,4.1875,3.8125,3.0,3.725,4.3125,5.68625,124.42597,12.3,16.7,22.8,40.5,25.3,51.8,-26.5,10248.561158866698,8546.025452829519
Uruguay,Latin America,Latin America & Caribbean,2005,12176.09,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,2.71476,101.21551,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,1169.160334452092,1031.4157219007948
Uruguay,Latin America,Latin America & Caribbean,2006,13048.08,3.722222222,4.0,3.611111111,3.444444444,3.5875,4.111111111111111,2.88026,100.81205,8.8,13.5,21.2,51.6,35.0,43.5,-8.5,1446.6127640579575,1200.7774159448234
Uruguay,Latin America,Latin America & Caribbean,2010,17688.38,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,4.81376,90.29585,9.2,14.0,21.6,50.1,33.6,44.8,-11.199999999999996,2571.623959964816,2005.6253117309257
Vanuatu,Pacific,East Asia & Pacific,2010,2652.84,3.5,3.5,3.5,3.0,3.0,3.0,4.81376,59.5327,11.2,15.6,21.9,44.5,29.1,48.7,-19.599999999999994,1124.4812408078126,188.11763962958284
Viet Nam,East Asia,East Asia & Pacific,2010,5391.17,3.5,4.5,4.5,3.0,4.0,3.5,6.28534,96.59815,10.8,15.0,21.4,46.3,30.9,47.2,-16.300000000000004,970.57053486579,826.4023416180104
