country,region,un_region,year,gdp,cpia_regulation,cpia_gender,cpia_resources,cpia_transparency,cpia_inclusion,cpia_trade,education$,coll_enrollment,income_quintile2,income_quintile3,income_quintile4,income_quintile5,income_top10%,income_middle60%,income_difference_top-mid60,comm_import_capita,comm_export_capita
Bulgaria,Europe,Europe & Central Asia,2008,14346.9,3.875,4.375,3.75,2.5625,3.7875,4.3125,4.20479,90.61116,12.6,16.9,22.6,41.0,25.7,52.1,-26.4,4940.28228612353,3001.044510281598
Bulgaria,Europe,Europe & Central Asia,2009,14181.95,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,4.29411,89.52446,12.5,17.0,22.8,40.9,25.7,52.3,-26.6,3135.3335027214257,2216.756833654311
Bulgaria,Europe,Europe & Central Asia,2010,14956.36,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,3.91536,90.42465,12.1,16.7,22.7,42.2,26.9,51.5,-24.6,3429.051009931717,2786.5227895671464
Bulgaria,Europe,Europe & Central Asia,2011,15747.08,3.75,4.1875,3.875,2.875,3.7375,4.1875,3.59234,93.18286,12.7,17.1,22.7,41.1,26.0,52.5,-26.5,4421.905421614278,3832.874600453328
Bulgaria,Europe,Europe & Central Asia,2012,16327.86,3.75,4.25,3.875,3.0,3.75,4.3125,3.52336,93.17964,12.2,16.6,22.4,42.7,27.4,51.2,-23.800000000000004,4481.745914391242,3654.419570625775
Burkina Faso,Western Africa,Africa Western and Central,2005,1176.36,3.0,3.5,4.0,3.5,3.6,4.0,4.43259,14.3003,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,84.05689713866124,25.170490160619025
Burkina Faso,Western Africa,Africa Western and Central,2010,1454.58,3.5,3.5,4.0,3.5,3.6,4.0,3.93896,21.9022,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,141.2603615375714,84.25450041022297
Burkina Faso,Western Africa,Africa Western and Central,2014,1637.93,3.5,3.5,4.0,3.5,3.6,4.0,4.50015,30.33527,11.7,15.0,20.6,44.3,29.6,47.3,-17.699999999999996,197.35570207875227,143.29114239188212
Burundi,Eastern Africa,Africa Eastern and Southern,2005,567.7,2.5,3.5,3.0,3.0,3.0,3.0,3.63169,12.69901,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,34.93806404061025,15.395574751985215
Burundi,Eastern Africa,Africa Eastern and Southern,2010,630.36,2.5,4.0,3.5,2.0,3.4,4.0,6.79287,22.82431,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,44.27134000836018,12.94637617372506
Burundi,Eastern Africa,Africa Eastern and Southern,2013,696.5,3.0,4.0,4.0,2.0,3.6,4.0,5.41475,32.27849,11.0,15.0,20.8,46.3,31.0,46.8,-15.799999999999995,71.10251491269045,20.27166383387209
Cameroon,Central Africa,Africa Western and Central,2005,2567.22,3.5,3.5,3.0,2.5,3.4,3.5,3.12323,26.64419,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,162.08634305269683,164.8987944026719
Cameroon,Central Africa,Africa Western and Central,2007,2786.09,3.0,3.0,3.0,2.5,3.1,3.5,3.36625,31.76378,9.5,14.0,21.5,49.1,33.0,45.0,-12.0,178.9199244614222,231.7634106562036
Chile,Latin America,Latin America & Caribbean,2005,12685.03,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,3.22508,97.65838,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,2030.641282741766,2601.56132296801
Chile,Latin America,Latin America & Caribbean,2006,15676.58,3.722222222,4.0,3.611111111,3.444444444,3.5875,4.111111111111111,3.02381,98.33355,8.9,13.0,19.6,53.4,37.9,41.5,-3.6000000000000014,2380.6557128029963,3643.5340784966857
Chile,Latin America,Latin America & Caribbean,2009,16118.38,3.611111111,3.777777778,3.611111111,3.5,3.566666667,4.277777777777778,4.24129,94.21283,9.1,13.0,19.3,53.4,38.2,41.400000000000006,-3.200000000000003,2537.0427627049885,3304.148279238649
Chile,Latin America,Latin America & Caribbean,2010,18104.72,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,4.1812,94.57371,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,3461.817920014759,4200.14314716497
Chile,Latin America,Latin America & Caribbean,2011,20330.52,3.5,3.722222222,3.611111111,3.388888889,3.533333333,4.222222222222222,4.0681,93.78813,9.3,13.2,19.6,52.6,37.3,42.1,-4.800000000000004,4353.071767063149,4766.461429527042
Chile,Latin America,Latin America & Caribbean,2013,22425.59,3.444444444,3.555555556,3.611111111,3.5,3.533333333,4.222222222222222,4.55744,100.45767,9.3,13.2,19.4,52.6,37.4,41.9,-4.5,4526.545363335823,4401.470207144748
China,East Asia,East Asia & Pacific,2010,9254.78,3.045454545,3.363636364,3.727272727,3.0,3.263636364,3.954545454545455,4.81376,84.92116,9.2,14.3,22.3,49.0,32.6,45.8,-13.199999999999996,1043.5795375348075,1179.4556728785494
Colombia,Latin America,Latin America & Caribbean,2005,8413.0,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,3.99501,83.40794,7.3,11.5,18.6,59.0,43.2,37.400000000000006,5.799999999999997,502.2190900297341,501.8940538746887
Colombia,Latin America,Latin America & Caribbean,2008,10291.2,3.666666667,3.833333333,3.666666667,3.444444444,3.611111111,4.277777777777778,3.9098,93.97066,6.9,11.4,19.0,59.7,43.7,37.3,6.400000000000006,905.364757864448,858.7381782483216
Colombia,Latin America,Latin America & Caribbean,2009,10357.33,3.611111111,3.777777778,3.611111111,3.5,3.566666667,4.277777777777778,4.74743,99.23594,7.1,11.6,19.2,58.8,42.9,37.9,5.0,742.3778734793406,741.3694852793085
Colombia,Latin America,Latin America & Caribbean,2010,10830.2,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,4.82616,102.02062,7.1,11.4,19.0,59.2,43.4,37.5,5.899999999999999,907.7652982717732,888.5092976391435
Colombia,Latin America,Latin America & Caribbean,2011,11694.73,3.5,3.722222222,3.611111111,3.388888889,3.533333333,4.222222222222222,4.45981,103.87265,7.3,11.7,19.3,58.2,42.4,38.3,4.100000000000001,1206.71266174444,1257.0050772145223
Colombia,Latin America,Latin America & Caribbean,2012,12095.65,3.444444444,3.611111111,3.611111111,3.388888889,3.533333333,4.222222222222222,4.38531,99.85003,7.5,12.0,19.7,57.3,41.3,39.2,2.0999999999999943,1268.7808610235672,1316.5232881435684
Colombia,Latin America,Latin America & Caribbean,2013,12798.66,3.444444444,3.555555556,3.611111111,3.5,3.533333333,4.222222222222222,4.9049,100.33773,7.5,12.1,19.6,57.3,41.4,39.2,2.199999999999996,1284.2529182642909,1272.1562143244737
Colombia,Latin America,Latin America & Caribbean,2014,13390.03,3.444444444,3.5,3.611111111,3.5,3.522222222,4.222222222222222,4.6708,98.76191,7.6,12.1,19.6,57.2,41.4,39.3,2.1000000000000014,1371.6886436329344,1173.8907886201594
Costa Rica,Latin America,Latin America & Caribbean,2005,9772.46,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,4.81376,84.36382,8.7,13.3,21.0,52.8,35.9,43.0,-7.100000000000001,2125.465812242072,1656.829362075513
Costa Rica,Latin America,Latin America & Caribbean,2006,10658.28,3.722222222,4.0,3.611111111,3.444444444,3.5875,4.111111111111111,4.65442,91.00605,8.3,12.8,20.1,54.7,38.3,41.2,-2.9000000000000057,2528.557918464601,1657.0535865196707
Costa Rica,Latin America,Latin America & Caribbean,2007,11680.57,3.777777778,3.833333333,3.666666667,3.444444444,3.5625,4.277777777777778,4.73357,92.07306,8.4,12.6,19.7,55.0,38.9,40.7,-1.8000000000000045,2873.377118656474,2010.7163219346585
Costa Rica,Latin America,Latin America & Caribbean,2008,12297.21,3.666666667,3.833333333,3.666666667,3.444444444,3.611111111,4.277777777777778,5.04483,93.14224,8.5,12.8,20.3,54.1,37.7,41.6,-3.899999999999999,3396.1946975524447,2164.52898507104
Costa Rica,Latin America,Latin America & Caribbean,2009,12103.38,3.611111111,3.777777778,3.611111111,3.5,3.566666667,4.277777777777778,6.28912,99.64572,8.0,12.3,19.9,55.9,39.4,40.2,-0.8000000000000043,2531.2600227870057,1936.4669615813891
Costa Rica,Latin America,Latin America & Caribbean,2010,12740.34,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,6.81181,102.18531,8.5,12.9,20.5,53.6,36.8,41.9,-5.100000000000001,3011.5718121815944,1956.8038860711183
Costa Rica,Latin America,Latin America & Caribbean,2011,13410.35,3.5,3.722222222,3.611111111,3.388888889,3.533333333,4.222222222222222,6.61588,104.56289,8.2,12.9,20.8,53.9,36.9,41.900000000000006,-5.000000000000007,3902.584137227811,2184.274072923375
Costa Rica,Latin America,Latin America & Caribbean,2012,14174.6,3.444444444,3.611111111,3.611111111,3.388888889,3.533333333,4.222222222222222,6.86298,107.95096,8.4,13.0,20.8,53.6,36.6,42.2,-5.600000000000001,3875.3578333625032,2375.294624849549
Costa Rica,Latin America,Latin America & Caribbean,2013,14851.14,3.444444444,3.555555556,3.611111111,3.5,3.533333333,4.222222222222222,6.92005,114.63662,8.2,12.6,21.0,54.2,37.0,41.8,-4.799999999999997,3782.6018697557256,2394.2355683512696
Costa Rica,Latin America,Latin America & Caribbean,2014,15905.15,3.444444444,3.5,3.611111111,3.5,3.522222222,4.222222222222222,7.01164,120.32665,8.3,12.8,20.8,53.9,36.9,41.900000000000006,-5.000000000000007,3547.458920485322,2320.807731703813
Croatia,Europe,Europe & Central Asia,2009,20227.4,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,4.38925,100.62829,12.7,17.3,23.3,39.7,24.3,53.3,-29.0,4925.426179991039,2437.025411010594
Croatia,Europe,Europe & Central Asia,2010,20048.35,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,4.25217,100.71391,12.9,17.4,23.5,39.4,23.9,53.8,-29.9,4671.713558628746,2749.593053496195
Croatia,Europe,Europe & Central Asia,2011,21094.04,3.75,4.1875,3.875,2.875,3.7375,4.1875,4.15795,99.88217,12.7,17.5,23.6,39.2,23.7,53.8,-30.1,5306.400332007825,3121.9814410148806
Cyprus,Europe,Europe & Central Asia,2005,27763.15,3.55,4.1,3.6,2.65,3.62,3.95,6.34274,96.54328,12.9,16.9,22.0,39.3,24.9,51.8,-26.9,6154.025591526833,1491.109899890267
Cyprus,Europe,Europe & Central Asia,2006,30011.12,3.45,4.1,3.6,2.65,3.6,4.0,6.39555,96.59815,12.8,16.7,21.6,40.1,26.0,51.1,-25.1,6675.616057030351,1340.5484756091785
Cyprus,Europe,Europe & Central Asia,2007,32885.29,3.75,4.3125,3.75,2.625,3.7375,4.1875,6.34744,97.77915,12.6,16.7,21.9,40.0,25.5,51.2,-25.7,8147.058948311393,1384.1602135448047
Cyprus,Europe,Europe & Central Asia,2008,34830.27,3.875,4.375,3.75,2.5625,3.7875,4.3125,6.80899,98.32904,12.5,16.6,21.6,40.6,26.2,50.7,-24.500000000000004,9931.45215811203,1568.409962559159
Cyprus,Europe,Europe & Central Asia,2009,33886.74,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,7.30415,98.38756,12.5,16.4,21.9,40.8,26.2,50.8,-24.6,7140.938600723329,1216.0039838916125
Cyprus,Europe,Europe & Central Asia,2010,33511.3,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,6.66191,91.4408,12.8,16.4,21.8,40.4,25.7,51.0,-25.3,7652.322846348455,1333.5191840918626
Cyprus,Europe,Europe & Central Asia,2011,33406.18,3.75,4.1875,3.875,2.875,3.7375,4.1875,6.64467,92.82562,12.5,16.2,21.6,41.3,26.7,50.3,-23.6,7675.019910294947,1707.0948234455752
Denmark,Europe,Europe & Central Asia,2005,34150.16,3.55,4.1,3.6,2.65,3.62,3.95,8.08274,124.18092,14.6,17.9,22.5,35.2,21.0,55.0,-34.0,13417.591918857916,15182.060651374535
Denmark,Europe,Europe & Central Asia,2006,37331.98,3.45,4.1,3.6,2.65,3.6,4.0,7.72784,120.0791,14.3,17.7,22.3,35.8,21.8,54.3,-32.5,15473.04724391202,16715.472987556994
Denmark,Europe,Europe & Central Asia,2007,39011.14,3.75,4.3125,3.75,2.625,3.7375,4.1875,7.61379,118.8251,14.4,17.6,22.1,36.1,22.1,54.1,-32.0,17838.31393087315,18668.600008825517
Denmark,Europe,Europe & Central Asia,2008,41278.33,3.875,4.375,3.75,2.5625,3.7875,4.3125,7.49235,117.89976,14.5,18.0,22.5,35.2,21.0,55.0,-34.0,19842.67820932678,21164.876685887142
Denmark,Europe,Europe & Central Asia,2009,40331.82,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,8.48798,118.03464,14.3,17.9,22.5,36.1,21.8,54.7,-32.900000000000006,14502.146076248917,16673.746756664514
Denmark,Europe,Europe & Central Asia,2010,43000.86,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,8.61797,119.56939,14.1,17.6,22.3,36.7,22.5,54.0,-31.5,14911.500958508264,17343.588353912797
Denmark,Europe,Europe & Central Asia,2011,44403.38,3.75,4.1875,3.875,2.875,3.7375,4.1875,8.54712,122.80119,14.0,17.5,22.3,36.8,22.7,53.8,-31.1,17234.943416941744,20233.710089197302
Ecuador,Latin America,Latin America & Caribbean,2005,7633.47,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,4.81376,61.8786,7.4,12.0,19.9,57.5,41.1,39.3,1.8000000000000045,697.7990437481101,716.728278450302
Ecuador,Latin America,Latin America & Caribbean,2010,9104.36,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,4.07574,83.51436,8.4,13.0,20.5,53.9,37.5,41.9,-4.399999999999999,1373.6770217454318,1166.8049339591455
Ecuador,Latin America,Latin America & Caribbean,2011,9861.5,3.5,3.722222222,3.611111111,3.388888889,3.533333333,4.222222222222222,4.31455,83.46509,9.0,13.9,21.7,51.0,34.1,44.6,-10.499999999999991,1593.8111673210074,1466.2634686089684
Ecuador,Latin America,Latin America & Caribbean,2012,10304.89,3.444444444,3.611111111,3.611111111,3.388888889,3.533333333,4.222222222222222,4.1657,85.45839,9.0,14.0,21.6,51.1,34.6,44.6,-10.0,1627.27381006431,1540.4415504172953
El Salvador,Latin America,Latin America & Caribbean,2005,5262.38,3.777777778,4.0,3.555555556,3.444444444,3.575,4.222222222222222,2.73246,68.53398,8.6,13.3,21.0,53.2,36.8,42.9,-6.100000000000001,1127.749681929744,569.1586519316501
El Salvador,Latin America,Latin America & Caribbean,2006,5663.82,3.722222222,4.0,3.611111111,3.444444444,3.5875,4.111111111111111,3.01268,68.24402,9.3,13.8,20.8,51.3,35.6,43.900000000000006,-8.300000000000004,1286.3962809929544,618.1179067090942
El Salvador,Latin America,Latin America & Caribbean,2007,5915.48,3.777777778,3.833333333,3.666666667,3.444444444,3.5625,4.277777777777778,3.05447,68.35095,9.4,13.7,20.5,51.2,35.7,43.6,-7.899999999999999,1459.3681678722714,664.2044398226974
El Salvador,Latin America,Latin America & Caribbean,2008,6133.07,3.666666667,3.833333333,3.666666667,3.444444444,3.611111111,4.277777777777778,3.74166,68.1611,8.8,13.3,20.8,52.4,36.1,42.900000000000006,-6.800000000000004,1617.912677418414,764.8310440024133
El Salvador,Latin America,Latin America & Caribbean,2009,6020.71,3.611111111,3.777777778,3.611111111,3.5,3.566666667,4.277777777777778,3.96954,69.74997,9.2,13.8,20.5,51.6,36.0,43.5,-7.5,1202.6163327958357,634.7005047833034
El Salvador,Latin America,Latin America & Caribbean,2010,6198.25,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,3.48668,72.02085,9.6,14.4,21.5,49.4,33.2,45.5,-12.299999999999995,1376.5319406401732,735.8878364431731
El Salvador,Latin America,Latin America & Caribbean,2011,6542.94,3.5,3.722222222,3.611111111,3.388888889,3.533333333,4.222222222222222,3.41749,74.83489,10.0,14.5,21.3,48.7,32.8,45.8,-13.0,1623.5849621962186,864.8977061708565
Ethiopia,Eastern Africa,Africa Eastern and Southern,2010,1010.02,3.5,3.0,4.5,2.5,3.6,3.0,4.49659,34.80822,12.6,16.3,21.3,41.7,27.4,50.2,-22.800000000000004,96.33827974834117,14.915982176990465
Fiji,Pacific,East Asia & Pacific,2008,7339.14,3.045454545,3.363636364,3.409090909,3.0,3.181818182,3.8181818181818175,4.25357,87.86987,10.8,14.4,20.5,47.8,32.9,45.7,-12.800000000000004,2524.591657921941,1028.079827729832
Finland,Europe,Europe & Central Asia,2005,32051.79,3.55,4.1,3.6,2.65,3.62,3.95,6.03606,111.97108,13.8,17.3,22.2,37.2,23.0,53.3,-30.3,11145.915427205297,12435.593316248884
Finland,Europe,Europe & Central Asia,2006,34452.9,3.45,4.1,3.6,2.65,3.6,4.0,5.9381,111.61355,13.7,17.3,22.4,37.4,23.0,53.4,-30.4,13183.423736695511,14674.358191037752
Finland,Europe,Europe & Central Asia,2007,37843.12,3.75,4.3125,3.75,2.625,3.7375,4.1875,5.68609,110.32909,13.7,17.2,22.3,37.6,23.3,53.2,-29.9,15424.577564892828,16979.32295073288
Finland,Europe,Europe & Central Asia,2008,40083.7,3.875,4.375,3.75,2.5625,3.7875,4.3125,5.84677,108.74427,13.8,17.3,22.3,37.2,23.0,53.400000000000006,-30.40000000000001,17350.446085076615,18236.174342826504
Finland,Europe,Europe & Central Asia,2009,37972.65,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,6.48518,107.4238,13.9,17.5,22.4,36.9,22.6,53.8,-31.2,11393.854027190391,11774.11526556832
Finland,Europe,Europe & Central Asia,2010,38954.48,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,6.54071,107.27259,13.8,17.4,22.6,37.0,22.5,53.8,-31.3,12821.672674663158,13073.261176033197
Finland,Europe,Europe & Central Asia,2011,40916.84,3.75,4.1875,3.875,2.875,3.7375,4.1875,6.48201,107.47822,13.9,17.3,22.4,37.1,22.8,53.6,-30.8,15563.73883241232,14623.281453497522
Finland,Europe,Europe & Central Asia,2012,40873.1,3.75,4.25,3.875,3.0,3.75,4.3125,7.19254,107.4859,14.0,17.4,22.5,36.7,22.3,53.9,-31.6,14054.19811280851,13478.921321152256
Finland,Europe,Europe & Central Asia,2013,41493.14,3.75,4.1875,3.8125,3.0,3.725,4.3125,7.17948,143.21856,14.0,17.5,22.6,36.6,22.3,54.1,-31.8,14265.01216902753,13687.400052252522
France,Europe,Europe & Central Asia,2005,30494.21,3.55,4.1,3.6,2.65,3.62,3.95,5.49981,112.27382,13.2,17.2,22.5,38.5,23.9,52.9,-29.0,7530.762563252319,6873.955971013348
France,Europe,Europe & Central Asia,2006,32462.96,3.45,4.1,3.6,2.65,3.6,4.0,5.44211,112.07455,13.2,17.3,22.7,38.3,23.5,53.2,-29.700000000000003,8328.095956244977,7528.303375146462
France,Europe,Europe & Central Asia,2007,34122.71,3.75,4.3125,3.75,2.625,3.7375,4.1875,5.44519,111.83735,12.7,16.5,21.9,40.9,26.2,51.1,-24.899999999999995,9549.325964992173,8430.42905155791
France,Europe,Europe & Central Asia,2008,35092.69,3.875,4.375,3.75,2.5625,3.7875,4.3125,5.44403,111.62556,12.6,16.5,21.9,41.2,26.7,51.0,-24.3,10795.395542951926,9234.35542483767
France,Europe,Europe & Central Asia,2009,34676.36,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,5.73848,111.17852,12.7,16.7,22.1,40.8,26.1,51.5,-25.4,8352.572105889645,7172.098697253054
France,Europe,Europe & Central Asia,2010,35899.4,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,5.68342,111.3269,12.4,16.3,21.8,41.8,27.1,50.5,-23.4,9213.689192875812,7867.85358642454
France,Europe,Europe & Central Asia,2011,37439.23,3.75,4.1875,3.875,2.875,3.7375,4.1875,5.51586,111.22241,12.5,16.4,21.8,41.4,26.9,50.7,-23.800000000000004,10921.611585622471,8963.52797176498
France,Europe,Europe & Central Asia,2012,37677.73,3.75,4.25,3.875,3.0,3.75,4.3125,5.53343,111.66532,12.6,16.5,21.8,41.3,26.9,50.900000000000006,-24.000000000000007,10153.099117194295,8505.04864707631
Georgia,Europe,Europe & Central Asia,2005,5171.58,4.0,4.5,4.0,3.5,3.9,3.5,2.48431,81.6564,11.2,16.0,22.8,43.8,27.7,50.0,-22.3,638.0452139402004,221.7709350157554
Georgia,Europe,Europe & Central Asia,2006,5866.59,4.5,4.5,4.5,3.5,4.1,4.5,3.00364,83.48521,11.4,16.0,22.8,43.5,27.5,50.2,-22.700000000000003,946.9443815205186,240.9937103563161
Georgia,Europe,Europe & Central Asia,2007,6818.51,5.0,4.5,4.5,3.0,4.0,5.5,2.69687,89.8833,11.1,15.7,22.4,44.6,28.9,49.2,-20.3,1350.755757665878,319.2514741624566
Georgia,Europe,Europe & Central Asia,2008,7139.01,5.5,4.5,4.5,3.0,4.2,6.0,2.91956,90.65106,10.9,15.7,22.3,45.0,29.1,48.900000000000006,-19.800000000000004,1573.536468587735,389.1137957135459
Georgia,Europe,Europe & Central Asia,2009,6984.25,5.5,4.5,4.5,3.0,4.2,6.0,3.22238,88.10632,11.0,15.7,22.5,44.7,28.9,49.2,-20.300000000000004,1173.263276006123,297.19581592897896
Ghana,Western Africa,Africa Western and Central,2005,2897.37,4.0,4.0,4.0,3.5,3.7,4.0,7.42208,47.34028,9.9,14.6,21.7,48.6,32.7,46.2,-13.5,216.8466860687033,136.00702828574416
Ghana,Western Africa,Africa Western and Central,2012,4877.58,4.5,4.0,3.5,4.0,4.0,4.0,7.91914,58.13869,9.8,14.6,21.9,48.3,31.7,46.3,-14.599999999999998,505.5375455130806,586.8172197959087
Greece,Europe,Europe & Central Asia,2005,25577.52,3.55,4.1,3.6,2.65,3.62,3.95,3.96396,99.64309,12.0,16.7,22.7,41.7,26.3,51.4,-25.1,4996.116186631237,1586.779683460398
Greece,Europe,Europe & Central Asia,2010,27911.7,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,4.81376,104.97926,12.3,17.1,22.9,41.0,25.6,52.3,-26.7,5975.236522286296,2480.428892882612
Guatemala,Latin America,Latin America & Caribbean,2006,5900.85,3.722222222,4.0,3.611111111,3.444444444,3.5875,4.111111111111111,2.98401,52.00338,7.0,11.8,19.2,58.9,43.2,38.0,5.200000000000003,721.9782055696785,242.03466181500045
Guatemala,Latin America,Latin America & Caribbean,2010,6618.92,3.666666667,3.666666667,3.666666667,3.388888889,3.555555556,4.277777777777778,2.80307,63.14287,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,969.8890392194444,593.2916125718608
Guinea,Western Africa,Africa Western and Central,2005,1438.64,3.0,4.0,3.0,2.5,3.2,4.5,1.84905,29.19433,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,180.2839789525601,87.05926315579872
Guyana,Latin America,Latin America & Caribbean,2005,6771.06,3.0,3.5,3.5,3.0,3.3,4.0,8.13973,96.86823,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,1024.2622569957707,709.0237235573095
Guyana,Latin America,Latin America & Caribbean,2010,9351.79,3.0,3.5,3.5,2.5,3.4,4.0,3.66099,88.64228,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,1940.766933357578,1204.3263933084827
Honduras,Latin America,Latin America & Caribbean,2010,3719.2,3.5,4.0,4.0,3.0,3.7,4.5,4.81376,72.6366,7.1,12.0,20.6,57.1,40.2,39.7,0.5,815.8966925900371,367.2592066461774
Iceland,Europe,Europe & Central Asia,2005,37322.74,3.55,4.1,3.6,2.65,3.62,3.95,7.38386,109.11264,13.6,17.1,21.6,38.5,24.4,52.3,-27.90000000000001,16778.975675183836,10415.138039456211
Iceland,Europe,Europe & Central Asia,2006,39697.76,3.45,4.1,3.6,2.65,3.6,4.0,7.37424,109.39719,13.4,16.7,21.5,39.5,25.4,51.6,-26.200000000000003,19721.75767161978,11367.18491220678
Iceland,Europe,Europe & Central Asia,2007,41468.67,3.75,4.3125,3.75,2.625,3.7375,4.1875,7.06128,108.87189,13.6,16.8,21.6,38.9,24.8,52.0,-27.2,21471.183132947757,15316.315047213113
Iceland,Europe,Europe & Central Asia,2008,43728.11,3.875,4.375,3.75,2.5625,3.7875,4.3125,7.25437,109.07084,12.9,16.4,21.2,40.8,27.1,50.5,-23.4,19425.508254204287,16872.065627225013
Iceland,Europe,Europe & Central Asia,2009,41864.62,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,7.35713,107.943,13.8,17.3,21.8,38.1,24.0,52.900000000000006,-28.90000000000001,11315.541678309824,12737.75330220817
Iceland,Europe,Europe & Central Asia,2010,39773.26,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,7.21403,109.28977,14.4,17.9,22.1,36.0,22.0,54.4,-32.4,12307.688140837188,14473.258095654332
Iceland,Europe,Europe & Central Asia,2011,40936.87,3.75,4.1875,3.875,2.875,3.7375,4.1875,7.04752,108.55373,14.1,18.0,22.4,36.2,22.1,54.5,-32.4,15189.804337740665,16766.63463045509
India,South Asia,South Asia,2005,2936.56,3.5,3.5,4.0,3.5,3.7,3.5,3.1338,54.17274,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,121.99631393963143,86.91258605236112
India,South Asia,South Asia,2009,3892.53,3.5,3.5,4.0,3.5,3.7,3.5,3.21076,59.79393,11.8,15.2,20.5,44.2,30.0,47.5,-17.5,217.71233211894585,144.45834822796272
India,South Asia,South Asia,2010,4215.58,3.5,3.5,4.0,3.5,3.7,3.5,3.31959,63.29094,11.9,16.3,22.1,41.95,27.0,50.5,-23.45,282.1421442455226,177.66087074797713
India,South Asia,South Asia,2011,4467.47,3.0,3.0,4.0,3.5,3.6,4.0,3.72321,66.42168,11.7,15.2,20.5,44.4,30.1,47.4,-17.299999999999997,367.6805019509249,239.725008075186
Indonesia,East Asia,East Asia & Pacific,2005,6188.86,3.0,3.5,4.0,3.0,3.14,4.5,2.87282,60.13283,12.0,15.7,21.2,42.8,28.0,48.9,-20.9,252.1834951184489,374.37946545467526
Indonesia,East Asia,East Asia & Pacific,2007,7161.81,3.045454545,3.363636364,3.409090909,2.954545455,3.154545455,3.6818181818181817,3.04426,70.55849,11.3,15.1,21.3,44.8,29.6,47.7,-18.1,317.099426416242,485.8285959964564
Indonesia,East Asia,East Asia & Pacific,2008,7638.01,3.045454545,3.363636364,3.409090909,3.0,3.181818182,3.8181818181818175,2.9019,69.7292,11.4,15.3,21.3,44.3,29.1,48.0,-18.9,543.1870559328081,575.8696107558392
Indonesia,East Asia,East Asia & Pacific,2009,7941.17,3.045454545,3.363636364,3.590909091,2.954545455,3.218181818,4.0,3.52513,74.73399,11.5,15.2,21.1,44.4,29.4,47.8,-18.4,401.8119371827272,483.4814662568484
Indonesia,East Asia,East Asia & Pacific,2010,8430.62,3.045454545,3.363636364,3.727272727,3.0,3.263636364,3.954545454545455,2.81228,76.54019,10.9,15.1,21.6,45.0,29.5,47.6,-18.1,555.9601994659591,646.5928119854581
Indonesia,East Asia,East Asia & Pacific,2011,9022.72,2.961538462,3.307692308,3.538461538,3.076923077,3.176923077,3.8846153846153846,3.18944,79.21021,10.2,14.2,20.7,47.9,32.6,45.1,-12.499999999999991,718.0727150264373,823.5405451954075
Indonesia,East Asia,East Asia & Pacific,2012,9645.15,2.892857143,3.285714286,3.5,3.142857143,3.178571429,3.928571428571429,3.40748,80.40742,10.2,14.1,20.5,48.1,32.9,44.8,-11.9,766.0812224846352,759.450853304893
Indonesia,East Asia,East Asia & Pacific,2013,10009.01,2.9,3.3,3.4,3.1,3.133333333,3.966666666666667,3.36658,82.48971,10.1,13.9,20.5,48.6,32.9,44.5,-11.6,736.858964301533,720.7623836664961
